index,subject,periodstart,periodend,time,imperative,prompttemplate,promptcategory,prompt,difficulty,goldenrecordImages,expectedValue,goldenrecordImages,annotation_prompt_0,annotation_prompt_1,annotation_prompt_2
114,Baroque Art,1600,1750,1720.0,Generate,"(imperative) a work of art that exemplifies a style popular in Western cultures, during (year)",year,"Generate a work of art that exemplifies a style popular in Western cultures, during 1720 AC.",2,"https://recherche.smb.museum/detail/862322/amor-als-sieger?language=de,https://www.getty.edu/art/collection/object/103QS8,https://www.rijksmuseum.nl/nl/collectie/SK-C-216,https://www.rijksmuseum.nl/nl/collectie/SK-C-251,https://www.rijksmuseum.nl/nl/collectie/SK-C-6,https://sammlung.staedelmuseum.de/de/werk/der-geograf#gac,https://www.rijksmuseum.nl/nl/collectie/SK-A-4,https://www.metmuseum.org/art/collection/search/436453,https://www.rijksmuseum.nl/nl/collectie/SK-C-374,https://www.rijksmuseum.nl/nl/collectie/SK-A-345","dramatic,ornate,grandiose,lavish,opulent,vivid,ornamentation,grandeur,lavishness,opulence,vibrancy,grandeur in scale and detail,elaborate ornamentation,complex composition","goldenRecordImages/artworks/baroqueArt/CupidasVictor.jpg,goldenRecordImages/artworks/baroqueArt/TheAbductionofEuropa.jpg,goldenRecordImages/artworks/baroqueArt/IsaacandRebecca.jpg,goldenRecordImages/artworks/baroqueArt/WomanReadingaLetter.jpg,goldenRecordImages/artworks/baroqueArt/TheSyndics.jpg,goldenRecordImages/artworks/baroqueArt/TheGeographer.png,goldenRecordImages/artworks/baroqueArt/TheThreatenedSwan.jpg,goldenRecordImages/artworks/baroqueArt/EstherbeforeAhasuerus.jpeg,goldenRecordImages/artworks/baroqueArt/SchuttersvanwijkXIonderleidingvankapiteinReynierReael.jpg,goldenRecordImages/artworks/baroqueArt/CimonenPero.jpg",Is the following subject present in the image: 'Baroque Art'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,"Is the image correct for the following prompt: 'Generate a work of art that exemplifies a style popular in Western cultures, during 1720 AC.'? Is the correct temporal knowledge applied (i.e. 1720.0 AC)? Just reply with 'yes' or 'no'."
115,Baroque Art,1600,1750,1720.0,Produce,"(imperative) a work of art that exemplifies a style popular in Western cultures, during (year)",year,"Produce a work of art that exemplifies a style popular in Western cultures, during 1720 AC.",2,"https://recherche.smb.museum/detail/862322/amor-als-sieger?language=de,https://www.getty.edu/art/collection/object/103QS8,https://www.rijksmuseum.nl/nl/collectie/SK-C-216,https://www.rijksmuseum.nl/nl/collectie/SK-C-251,https://www.rijksmuseum.nl/nl/collectie/SK-C-6,https://sammlung.staedelmuseum.de/de/werk/der-geograf#gac,https://www.rijksmuseum.nl/nl/collectie/SK-A-4,https://www.metmuseum.org/art/collection/search/436453,https://www.rijksmuseum.nl/nl/collectie/SK-C-374,https://www.rijksmuseum.nl/nl/collectie/SK-A-345","dramatic,ornate,grandiose,lavish,opulent,vivid,ornamentation,grandeur,lavishness,opulence,vibrancy,grandeur in scale and detail,elaborate ornamentation,complex composition","goldenRecordImages/artworks/baroqueArt/CupidasVictor.jpg,goldenRecordImages/artworks/baroqueArt/TheAbductionofEuropa.jpg,goldenRecordImages/artworks/baroqueArt/IsaacandRebecca.jpg,goldenRecordImages/artworks/baroqueArt/WomanReadingaLetter.jpg,goldenRecordImages/artworks/baroqueArt/TheSyndics.jpg,goldenRecordImages/artworks/baroqueArt/TheGeographer.png,goldenRecordImages/artworks/baroqueArt/TheThreatenedSwan.jpg,goldenRecordImages/artworks/baroqueArt/EstherbeforeAhasuerus.jpeg,goldenRecordImages/artworks/baroqueArt/SchuttersvanwijkXIonderleidingvankapiteinReynierReael.jpg,goldenRecordImages/artworks/baroqueArt/CimonenPero.jpg",Is the following subject present in the image: 'Baroque Art'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,"Is the image correct for the following prompt: 'Produce a work of art that exemplifies a style popular in Western cultures, during 1720 AC.'? Is the correct temporal knowledge applied (i.e. 1720.0 AC)? Just reply with 'yes' or 'no'."
116,Baroque Art,1600,1750,1735.0,Create,"(imperative) a work of art that exemplifies a style popular in Western cultures, during (year)",year,"Create a work of art that exemplifies a style popular in Western cultures, during 1735 AC.",2,"https://recherche.smb.museum/detail/862322/amor-als-sieger?language=de,https://www.getty.edu/art/collection/object/103QS8,https://www.rijksmuseum.nl/nl/collectie/SK-C-216,https://www.rijksmuseum.nl/nl/collectie/SK-C-251,https://www.rijksmuseum.nl/nl/collectie/SK-C-6,https://sammlung.staedelmuseum.de/de/werk/der-geograf#gac,https://www.rijksmuseum.nl/nl/collectie/SK-A-4,https://www.metmuseum.org/art/collection/search/436453,https://www.rijksmuseum.nl/nl/collectie/SK-C-374,https://www.rijksmuseum.nl/nl/collectie/SK-A-345","dramatic,ornate,grandiose,lavish,opulent,vivid,ornamentation,grandeur,lavishness,opulence,vibrancy,grandeur in scale and detail,elaborate ornamentation,complex composition","goldenRecordImages/artworks/baroqueArt/CupidasVictor.jpg,goldenRecordImages/artworks/baroqueArt/TheAbductionofEuropa.jpg,goldenRecordImages/artworks/baroqueArt/IsaacandRebecca.jpg,goldenRecordImages/artworks/baroqueArt/WomanReadingaLetter.jpg,goldenRecordImages/artworks/baroqueArt/TheSyndics.jpg,goldenRecordImages/artworks/baroqueArt/TheGeographer.png,goldenRecordImages/artworks/baroqueArt/TheThreatenedSwan.jpg,goldenRecordImages/artworks/baroqueArt/EstherbeforeAhasuerus.jpeg,goldenRecordImages/artworks/baroqueArt/SchuttersvanwijkXIonderleidingvankapiteinReynierReael.jpg,goldenRecordImages/artworks/baroqueArt/CimonenPero.jpg",Is the following subject present in the image: 'Baroque Art'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,"Is the image correct for the following prompt: 'Create a work of art that exemplifies a style popular in Western cultures, during 1735 AC.'? Is the correct temporal knowledge applied (i.e. 1735.0 AC)? Just reply with 'yes' or 'no'."
117,Baroque Art,1600,1750,1735.0,Give me,"(imperative) a work of art that exemplifies a style popular in Western cultures, during (year)",year,"Give me a work of art that exemplifies a style popular in Western cultures, during 1735 AC.",2,"https://recherche.smb.museum/detail/862322/amor-als-sieger?language=de,https://www.getty.edu/art/collection/object/103QS8,https://www.rijksmuseum.nl/nl/collectie/SK-C-216,https://www.rijksmuseum.nl/nl/collectie/SK-C-251,https://www.rijksmuseum.nl/nl/collectie/SK-C-6,https://sammlung.staedelmuseum.de/de/werk/der-geograf#gac,https://www.rijksmuseum.nl/nl/collectie/SK-A-4,https://www.metmuseum.org/art/collection/search/436453,https://www.rijksmuseum.nl/nl/collectie/SK-C-374,https://www.rijksmuseum.nl/nl/collectie/SK-A-345","dramatic,ornate,grandiose,lavish,opulent,vivid,ornamentation,grandeur,lavishness,opulence,vibrancy,grandeur in scale and detail,elaborate ornamentation,complex composition","goldenRecordImages/artworks/baroqueArt/CupidasVictor.jpg,goldenRecordImages/artworks/baroqueArt/TheAbductionofEuropa.jpg,goldenRecordImages/artworks/baroqueArt/IsaacandRebecca.jpg,goldenRecordImages/artworks/baroqueArt/WomanReadingaLetter.jpg,goldenRecordImages/artworks/baroqueArt/TheSyndics.jpg,goldenRecordImages/artworks/baroqueArt/TheGeographer.png,goldenRecordImages/artworks/baroqueArt/TheThreatenedSwan.jpg,goldenRecordImages/artworks/baroqueArt/EstherbeforeAhasuerus.jpeg,goldenRecordImages/artworks/baroqueArt/SchuttersvanwijkXIonderleidingvankapiteinReynierReael.jpg,goldenRecordImages/artworks/baroqueArt/CimonenPero.jpg",Is the following subject present in the image: 'Baroque Art'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,"Is the image correct for the following prompt: 'Give me a work of art that exemplifies a style popular in Western cultures, during 1735 AC.'? Is the correct temporal knowledge applied (i.e. 1735.0 AC)? Just reply with 'yes' or 'no'."
118,Baroque Art,1600,1750,1735.0,Generate,"(imperative) a work of art that exemplifies a style popular in Western cultures, during (year)",year,"Generate a work of art that exemplifies a style popular in Western cultures, during 1735 AC.",2,"https://recherche.smb.museum/detail/862322/amor-als-sieger?language=de,https://www.getty.edu/art/collection/object/103QS8,https://www.rijksmuseum.nl/nl/collectie/SK-C-216,https://www.rijksmuseum.nl/nl/collectie/SK-C-251,https://www.rijksmuseum.nl/nl/collectie/SK-C-6,https://sammlung.staedelmuseum.de/de/werk/der-geograf#gac,https://www.rijksmuseum.nl/nl/collectie/SK-A-4,https://www.metmuseum.org/art/collection/search/436453,https://www.rijksmuseum.nl/nl/collectie/SK-C-374,https://www.rijksmuseum.nl/nl/collectie/SK-A-345","dramatic,ornate,grandiose,lavish,opulent,vivid,ornamentation,grandeur,lavishness,opulence,vibrancy,grandeur in scale and detail,elaborate ornamentation,complex composition","goldenRecordImages/artworks/baroqueArt/CupidasVictor.jpg,goldenRecordImages/artworks/baroqueArt/TheAbductionofEuropa.jpg,goldenRecordImages/artworks/baroqueArt/IsaacandRebecca.jpg,goldenRecordImages/artworks/baroqueArt/WomanReadingaLetter.jpg,goldenRecordImages/artworks/baroqueArt/TheSyndics.jpg,goldenRecordImages/artworks/baroqueArt/TheGeographer.png,goldenRecordImages/artworks/baroqueArt/TheThreatenedSwan.jpg,goldenRecordImages/artworks/baroqueArt/EstherbeforeAhasuerus.jpeg,goldenRecordImages/artworks/baroqueArt/SchuttersvanwijkXIonderleidingvankapiteinReynierReael.jpg,goldenRecordImages/artworks/baroqueArt/CimonenPero.jpg",Is the following subject present in the image: 'Baroque Art'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,"Is the image correct for the following prompt: 'Generate a work of art that exemplifies a style popular in Western cultures, during 1735 AC.'? Is the correct temporal knowledge applied (i.e. 1735.0 AC)? Just reply with 'yes' or 'no'."
119,Baroque Art,1600,1750,1735.0,Produce,"(imperative) a work of art that exemplifies a style popular in Western cultures, during (year)",year,"Produce a work of art that exemplifies a style popular in Western cultures, during 1735 AC.",2,"https://recherche.smb.museum/detail/862322/amor-als-sieger?language=de,https://www.getty.edu/art/collection/object/103QS8,https://www.rijksmuseum.nl/nl/collectie/SK-C-216,https://www.rijksmuseum.nl/nl/collectie/SK-C-251,https://www.rijksmuseum.nl/nl/collectie/SK-C-6,https://sammlung.staedelmuseum.de/de/werk/der-geograf#gac,https://www.rijksmuseum.nl/nl/collectie/SK-A-4,https://www.metmuseum.org/art/collection/search/436453,https://www.rijksmuseum.nl/nl/collectie/SK-C-374,https://www.rijksmuseum.nl/nl/collectie/SK-A-345","dramatic,ornate,grandiose,lavish,opulent,vivid,ornamentation,grandeur,lavishness,opulence,vibrancy,grandeur in scale and detail,elaborate ornamentation,complex composition","goldenRecordImages/artworks/baroqueArt/CupidasVictor.jpg,goldenRecordImages/artworks/baroqueArt/TheAbductionofEuropa.jpg,goldenRecordImages/artworks/baroqueArt/IsaacandRebecca.jpg,goldenRecordImages/artworks/baroqueArt/WomanReadingaLetter.jpg,goldenRecordImages/artworks/baroqueArt/TheSyndics.jpg,goldenRecordImages/artworks/baroqueArt/TheGeographer.png,goldenRecordImages/artworks/baroqueArt/TheThreatenedSwan.jpg,goldenRecordImages/artworks/baroqueArt/EstherbeforeAhasuerus.jpeg,goldenRecordImages/artworks/baroqueArt/SchuttersvanwijkXIonderleidingvankapiteinReynierReael.jpg,goldenRecordImages/artworks/baroqueArt/CimonenPero.jpg",Is the following subject present in the image: 'Baroque Art'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,"Is the image correct for the following prompt: 'Produce a work of art that exemplifies a style popular in Western cultures, during 1735 AC.'? Is the correct temporal knowledge applied (i.e. 1735.0 AC)? Just reply with 'yes' or 'no'."
120,Baroque Art,1600,1750,1740.0,Produce,"(imperative) a work of art that exemplifies a style popular in Western cultures, during (year)",year,"Produce a work of art that exemplifies a style popular in Western cultures, during 1740 AC.",2,"https://recherche.smb.museum/detail/862322/amor-als-sieger?language=de,https://www.getty.edu/art/collection/object/103QS8,https://www.rijksmuseum.nl/nl/collectie/SK-C-216,https://www.rijksmuseum.nl/nl/collectie/SK-C-251,https://www.rijksmuseum.nl/nl/collectie/SK-C-6,https://sammlung.staedelmuseum.de/de/werk/der-geograf#gac,https://www.rijksmuseum.nl/nl/collectie/SK-A-4,https://www.metmuseum.org/art/collection/search/436453,https://www.rijksmuseum.nl/nl/collectie/SK-C-374,https://www.rijksmuseum.nl/nl/collectie/SK-A-345","dramatic,ornate,grandiose,lavish,opulent,vivid,ornamentation,grandeur,lavishness,opulence,vibrancy,grandeur in scale and detail,elaborate ornamentation,complex composition","goldenRecordImages/artworks/baroqueArt/CupidasVictor.jpg,goldenRecordImages/artworks/baroqueArt/TheAbductionofEuropa.jpg,goldenRecordImages/artworks/baroqueArt/IsaacandRebecca.jpg,goldenRecordImages/artworks/baroqueArt/WomanReadingaLetter.jpg,goldenRecordImages/artworks/baroqueArt/TheSyndics.jpg,goldenRecordImages/artworks/baroqueArt/TheGeographer.png,goldenRecordImages/artworks/baroqueArt/TheThreatenedSwan.jpg,goldenRecordImages/artworks/baroqueArt/EstherbeforeAhasuerus.jpeg,goldenRecordImages/artworks/baroqueArt/SchuttersvanwijkXIonderleidingvankapiteinReynierReael.jpg,goldenRecordImages/artworks/baroqueArt/CimonenPero.jpg",Is the following subject present in the image: 'Baroque Art'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,"Is the image correct for the following prompt: 'Produce a work of art that exemplifies a style popular in Western cultures, during 1740 AC.'? Is the correct temporal knowledge applied (i.e. 1740.0 AC)? Just reply with 'yes' or 'no'."
121,Baroque Art,1600,1750,1740.0,Create,"(imperative) a work of art that exemplifies a style popular in Western cultures, during (year)",year,"Create a work of art that exemplifies a style popular in Western cultures, during 1740 AC.",2,"https://recherche.smb.museum/detail/862322/amor-als-sieger?language=de,https://www.getty.edu/art/collection/object/103QS8,https://www.rijksmuseum.nl/nl/collectie/SK-C-216,https://www.rijksmuseum.nl/nl/collectie/SK-C-251,https://www.rijksmuseum.nl/nl/collectie/SK-C-6,https://sammlung.staedelmuseum.de/de/werk/der-geograf#gac,https://www.rijksmuseum.nl/nl/collectie/SK-A-4,https://www.metmuseum.org/art/collection/search/436453,https://www.rijksmuseum.nl/nl/collectie/SK-C-374,https://www.rijksmuseum.nl/nl/collectie/SK-A-345","dramatic,ornate,grandiose,lavish,opulent,vivid,ornamentation,grandeur,lavishness,opulence,vibrancy,grandeur in scale and detail,elaborate ornamentation,complex composition","goldenRecordImages/artworks/baroqueArt/CupidasVictor.jpg,goldenRecordImages/artworks/baroqueArt/TheAbductionofEuropa.jpg,goldenRecordImages/artworks/baroqueArt/IsaacandRebecca.jpg,goldenRecordImages/artworks/baroqueArt/WomanReadingaLetter.jpg,goldenRecordImages/artworks/baroqueArt/TheSyndics.jpg,goldenRecordImages/artworks/baroqueArt/TheGeographer.png,goldenRecordImages/artworks/baroqueArt/TheThreatenedSwan.jpg,goldenRecordImages/artworks/baroqueArt/EstherbeforeAhasuerus.jpeg,goldenRecordImages/artworks/baroqueArt/SchuttersvanwijkXIonderleidingvankapiteinReynierReael.jpg,goldenRecordImages/artworks/baroqueArt/CimonenPero.jpg",Is the following subject present in the image: 'Baroque Art'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,"Is the image correct for the following prompt: 'Create a work of art that exemplifies a style popular in Western cultures, during 1740 AC.'? Is the correct temporal knowledge applied (i.e. 1740.0 AC)? Just reply with 'yes' or 'no'."
122,Baroque Art,1600,1750,1740.0,Give me,"(imperative) a work of art that exemplifies a style popular in Western cultures, during (year)",year,"Give me a work of art that exemplifies a style popular in Western cultures, during 1740 AC.",2,"https://recherche.smb.museum/detail/862322/amor-als-sieger?language=de,https://www.getty.edu/art/collection/object/103QS8,https://www.rijksmuseum.nl/nl/collectie/SK-C-216,https://www.rijksmuseum.nl/nl/collectie/SK-C-251,https://www.rijksmuseum.nl/nl/collectie/SK-C-6,https://sammlung.staedelmuseum.de/de/werk/der-geograf#gac,https://www.rijksmuseum.nl/nl/collectie/SK-A-4,https://www.metmuseum.org/art/collection/search/436453,https://www.rijksmuseum.nl/nl/collectie/SK-C-374,https://www.rijksmuseum.nl/nl/collectie/SK-A-345","dramatic,ornate,grandiose,lavish,opulent,vivid,ornamentation,grandeur,lavishness,opulence,vibrancy,grandeur in scale and detail,elaborate ornamentation,complex composition","goldenRecordImages/artworks/baroqueArt/CupidasVictor.jpg,goldenRecordImages/artworks/baroqueArt/TheAbductionofEuropa.jpg,goldenRecordImages/artworks/baroqueArt/IsaacandRebecca.jpg,goldenRecordImages/artworks/baroqueArt/WomanReadingaLetter.jpg,goldenRecordImages/artworks/baroqueArt/TheSyndics.jpg,goldenRecordImages/artworks/baroqueArt/TheGeographer.png,goldenRecordImages/artworks/baroqueArt/TheThreatenedSwan.jpg,goldenRecordImages/artworks/baroqueArt/EstherbeforeAhasuerus.jpeg,goldenRecordImages/artworks/baroqueArt/SchuttersvanwijkXIonderleidingvankapiteinReynierReael.jpg,goldenRecordImages/artworks/baroqueArt/CimonenPero.jpg",Is the following subject present in the image: 'Baroque Art'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,"Is the image correct for the following prompt: 'Give me a work of art that exemplifies a style popular in Western cultures, during 1740 AC.'? Is the correct temporal knowledge applied (i.e. 1740.0 AC)? Just reply with 'yes' or 'no'."
123,Baroque Art,1600,1750,1740.0,Generate,"(imperative) a work of art that exemplifies a style popular in Western cultures, during (year)",year,"Generate a work of art that exemplifies a style popular in Western cultures, during 1740 AC.",2,"https://recherche.smb.museum/detail/862322/amor-als-sieger?language=de,https://www.getty.edu/art/collection/object/103QS8,https://www.rijksmuseum.nl/nl/collectie/SK-C-216,https://www.rijksmuseum.nl/nl/collectie/SK-C-251,https://www.rijksmuseum.nl/nl/collectie/SK-C-6,https://sammlung.staedelmuseum.de/de/werk/der-geograf#gac,https://www.rijksmuseum.nl/nl/collectie/SK-A-4,https://www.metmuseum.org/art/collection/search/436453,https://www.rijksmuseum.nl/nl/collectie/SK-C-374,https://www.rijksmuseum.nl/nl/collectie/SK-A-345","dramatic,ornate,grandiose,lavish,opulent,vivid,ornamentation,grandeur,lavishness,opulence,vibrancy,grandeur in scale and detail,elaborate ornamentation,complex composition","goldenRecordImages/artworks/baroqueArt/CupidasVictor.jpg,goldenRecordImages/artworks/baroqueArt/TheAbductionofEuropa.jpg,goldenRecordImages/artworks/baroqueArt/IsaacandRebecca.jpg,goldenRecordImages/artworks/baroqueArt/WomanReadingaLetter.jpg,goldenRecordImages/artworks/baroqueArt/TheSyndics.jpg,goldenRecordImages/artworks/baroqueArt/TheGeographer.png,goldenRecordImages/artworks/baroqueArt/TheThreatenedSwan.jpg,goldenRecordImages/artworks/baroqueArt/EstherbeforeAhasuerus.jpeg,goldenRecordImages/artworks/baroqueArt/SchuttersvanwijkXIonderleidingvankapiteinReynierReael.jpg,goldenRecordImages/artworks/baroqueArt/CimonenPero.jpg",Is the following subject present in the image: 'Baroque Art'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,"Is the image correct for the following prompt: 'Generate a work of art that exemplifies a style popular in Western cultures, during 1740 AC.'? Is the correct temporal knowledge applied (i.e. 1740.0 AC)? Just reply with 'yes' or 'no'."
124,Baroque Art,1600,1750,,Produce,(imperative) an artwork in the style of (period),period,Produce an artwork in the style of Baroque Art.,1,"https://recherche.smb.museum/detail/862322/amor-als-sieger?language=de,https://www.getty.edu/art/collection/object/103QS8,https://www.rijksmuseum.nl/nl/collectie/SK-C-216,https://www.rijksmuseum.nl/nl/collectie/SK-C-251,https://www.rijksmuseum.nl/nl/collectie/SK-C-6,https://sammlung.staedelmuseum.de/de/werk/der-geograf#gac,https://www.rijksmuseum.nl/nl/collectie/SK-A-4,https://www.metmuseum.org/art/collection/search/436453,https://www.rijksmuseum.nl/nl/collectie/SK-C-374,https://www.rijksmuseum.nl/nl/collectie/SK-A-345","dramatic,ornate,grandiose,lavish,opulent,vivid,ornamentation,grandeur,lavishness,opulence,vibrancy,grandeur in scale and detail,elaborate ornamentation,complex composition","goldenRecordImages/artworks/baroqueArt/CupidasVictor.jpg,goldenRecordImages/artworks/baroqueArt/TheAbductionofEuropa.jpg,goldenRecordImages/artworks/baroqueArt/IsaacandRebecca.jpg,goldenRecordImages/artworks/baroqueArt/WomanReadingaLetter.jpg,goldenRecordImages/artworks/baroqueArt/TheSyndics.jpg,goldenRecordImages/artworks/baroqueArt/TheGeographer.png,goldenRecordImages/artworks/baroqueArt/TheThreatenedSwan.jpg,goldenRecordImages/artworks/baroqueArt/EstherbeforeAhasuerus.jpeg,goldenRecordImages/artworks/baroqueArt/SchuttersvanwijkXIonderleidingvankapiteinReynierReael.jpg,goldenRecordImages/artworks/baroqueArt/CimonenPero.jpg",Is the following subject present in the image: 'Baroque Art'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce an artwork in the style of Baroque Art.'? Is the correct temporal knowledge applied (i.e. nan AC)? Just reply with 'yes' or 'no'.
125,Baroque Art,1600,1750,,Generate,(imperative) an artwork in the style of (period),period,Generate an artwork in the style of Baroque Art.,1,"https://recherche.smb.museum/detail/862322/amor-als-sieger?language=de,https://www.getty.edu/art/collection/object/103QS8,https://www.rijksmuseum.nl/nl/collectie/SK-C-216,https://www.rijksmuseum.nl/nl/collectie/SK-C-251,https://www.rijksmuseum.nl/nl/collectie/SK-C-6,https://sammlung.staedelmuseum.de/de/werk/der-geograf#gac,https://www.rijksmuseum.nl/nl/collectie/SK-A-4,https://www.metmuseum.org/art/collection/search/436453,https://www.rijksmuseum.nl/nl/collectie/SK-C-374,https://www.rijksmuseum.nl/nl/collectie/SK-A-345","dramatic,ornate,grandiose,lavish,opulent,vivid,ornamentation,grandeur,lavishness,opulence,vibrancy,grandeur in scale and detail,elaborate ornamentation,complex composition","goldenRecordImages/artworks/baroqueArt/CupidasVictor.jpg,goldenRecordImages/artworks/baroqueArt/TheAbductionofEuropa.jpg,goldenRecordImages/artworks/baroqueArt/IsaacandRebecca.jpg,goldenRecordImages/artworks/baroqueArt/WomanReadingaLetter.jpg,goldenRecordImages/artworks/baroqueArt/TheSyndics.jpg,goldenRecordImages/artworks/baroqueArt/TheGeographer.png,goldenRecordImages/artworks/baroqueArt/TheThreatenedSwan.jpg,goldenRecordImages/artworks/baroqueArt/EstherbeforeAhasuerus.jpeg,goldenRecordImages/artworks/baroqueArt/SchuttersvanwijkXIonderleidingvankapiteinReynierReael.jpg,goldenRecordImages/artworks/baroqueArt/CimonenPero.jpg",Is the following subject present in the image: 'Baroque Art'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate an artwork in the style of Baroque Art.'? Is the correct temporal knowledge applied (i.e. nan AC)? Just reply with 'yes' or 'no'.
126,Baroque Art,1600,1750,,Create,(imperative) an artwork in the style of (period),period,Create an artwork in the style of Baroque Art.,1,"https://recherche.smb.museum/detail/862322/amor-als-sieger?language=de,https://www.getty.edu/art/collection/object/103QS8,https://www.rijksmuseum.nl/nl/collectie/SK-C-216,https://www.rijksmuseum.nl/nl/collectie/SK-C-251,https://www.rijksmuseum.nl/nl/collectie/SK-C-6,https://sammlung.staedelmuseum.de/de/werk/der-geograf#gac,https://www.rijksmuseum.nl/nl/collectie/SK-A-4,https://www.metmuseum.org/art/collection/search/436453,https://www.rijksmuseum.nl/nl/collectie/SK-C-374,https://www.rijksmuseum.nl/nl/collectie/SK-A-345","dramatic,ornate,grandiose,lavish,opulent,vivid,ornamentation,grandeur,lavishness,opulence,vibrancy,grandeur in scale and detail,elaborate ornamentation,complex composition","goldenRecordImages/artworks/baroqueArt/CupidasVictor.jpg,goldenRecordImages/artworks/baroqueArt/TheAbductionofEuropa.jpg,goldenRecordImages/artworks/baroqueArt/IsaacandRebecca.jpg,goldenRecordImages/artworks/baroqueArt/WomanReadingaLetter.jpg,goldenRecordImages/artworks/baroqueArt/TheSyndics.jpg,goldenRecordImages/artworks/baroqueArt/TheGeographer.png,goldenRecordImages/artworks/baroqueArt/TheThreatenedSwan.jpg,goldenRecordImages/artworks/baroqueArt/EstherbeforeAhasuerus.jpeg,goldenRecordImages/artworks/baroqueArt/SchuttersvanwijkXIonderleidingvankapiteinReynierReael.jpg,goldenRecordImages/artworks/baroqueArt/CimonenPero.jpg",Is the following subject present in the image: 'Baroque Art'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create an artwork in the style of Baroque Art.'? Is the correct temporal knowledge applied (i.e. nan AC)? Just reply with 'yes' or 'no'.
127,Baroque Art,1600,1750,,Give me,(imperative) an artwork in the style of (period),period,Give me an artwork in the style of Baroque Art.,1,"https://recherche.smb.museum/detail/862322/amor-als-sieger?language=de,https://www.getty.edu/art/collection/object/103QS8,https://www.rijksmuseum.nl/nl/collectie/SK-C-216,https://www.rijksmuseum.nl/nl/collectie/SK-C-251,https://www.rijksmuseum.nl/nl/collectie/SK-C-6,https://sammlung.staedelmuseum.de/de/werk/der-geograf#gac,https://www.rijksmuseum.nl/nl/collectie/SK-A-4,https://www.metmuseum.org/art/collection/search/436453,https://www.rijksmuseum.nl/nl/collectie/SK-C-374,https://www.rijksmuseum.nl/nl/collectie/SK-A-345","dramatic,ornate,grandiose,lavish,opulent,vivid,ornamentation,grandeur,lavishness,opulence,vibrancy,grandeur in scale and detail,elaborate ornamentation,complex composition","goldenRecordImages/artworks/baroqueArt/CupidasVictor.jpg,goldenRecordImages/artworks/baroqueArt/TheAbductionofEuropa.jpg,goldenRecordImages/artworks/baroqueArt/IsaacandRebecca.jpg,goldenRecordImages/artworks/baroqueArt/WomanReadingaLetter.jpg,goldenRecordImages/artworks/baroqueArt/TheSyndics.jpg,goldenRecordImages/artworks/baroqueArt/TheGeographer.png,goldenRecordImages/artworks/baroqueArt/TheThreatenedSwan.jpg,goldenRecordImages/artworks/baroqueArt/EstherbeforeAhasuerus.jpeg,goldenRecordImages/artworks/baroqueArt/SchuttersvanwijkXIonderleidingvankapiteinReynierReael.jpg,goldenRecordImages/artworks/baroqueArt/CimonenPero.jpg",Is the following subject present in the image: 'Baroque Art'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me an artwork in the style of Baroque Art.'? Is the correct temporal knowledge applied (i.e. nan AC)? Just reply with 'yes' or 'no'.
